State,District,Location,Pincode,Country
Orissa,Sundergarh,Beheramunda,770075,India
Orissa,Sundergarh,Beldihi,770031,India
Orissa,Sundergarh,Belsara,770011,India
Orissa,Sundergarh,Bhaludungri,770038,India
Orissa,Sundergarh,Bhalulata,770036,India
Orissa,Sundergarh,Bhasma,770019,India
Orissa,Sundergarh,Bhedabahal,770073,India
Orissa,Sundergarh,Bhoipali,770016,India
Orissa,Sundergarh,Bhutuda,770041,India
Orissa,Sundergarh,Bilaigarh,770011,India
Orissa,Sundergarh,Bileimunda,770024,India
Orissa,Sundergarh,Bimlagarh,770040,India
Orissa,Sundergarh,Biramitrapur,770033,India
Orissa,Sundergarh,Birbira,770022,India
Orissa,Sundergarh,Birda,770037,India
Orissa,Sundergarh,Biringatoli,770018,India
Orissa,Sundergarh,Birkaldihi,770015,India
Orissa,Sundergarh,Birkera,770037,India
Orissa,Sundergarh,Bisra,770036,India
Orissa,Sundergarh,Bisra Raod,769011,India
Orissa,Sundergarh,Bolani,770037,India
Orissa,Sundergarh,Bonaigarh,770038,India
Orissa,Sundergarh,Bonaikela,770043,India
Orissa,Sundergarh,Brahmani Tarang,769004,India
Orissa,Sundergarh,Buchukupara,770017,India
Orissa,Sundergarh,Chandiposh,770037,India
Orissa,Sundergarh,Chandrapur,770037,India
Orissa,Sundergarh,Chhatenpali,770011,India
Orissa,Sundergarh,Chhotasargi,770002,India
Orissa,Sundergarh,Chikatmati,770031,India
Orissa,Sundergarh,Chitapedi,770035,India
Orissa,Sundergarh,Chordhara,770040,India
Orissa,Sundergarh,Chungimati,770034,India
Orissa,Sundergarh,Civil Township,769004,India
Orissa,Sundergarh,Daghora,770075,India
Orissa,Sundergarh,Dahijira,770018,India
Orissa,Sundergarh,Daily Market,769001,India
Orissa,Sundergarh,Dalaisara,770044,India
Orissa,Sundergarh,Daldali,770019,India
Orissa,Sundergarh,Dalki,770033,India
Orissa,Sundergarh,Damdapara,770033,India
Orissa,Sundergarh,Damkuda,770014,India
Orissa,Sundergarh,Dandjamira,770016,India
Orissa,Sundergarh,Dandpani,770012,India
Orissa,Sundergarh,Darjing,770040,India
Orissa,Sundergarh,Darlipali,770072,India
Orissa,Sundergarh,Dengibhadi,770001,India
Orissa,Sundergarh,Dengula Ashram,770048,India
Orissa,Sundergarh,Deobhubanpur,770015,India
Orissa,Sundergarh,Deogaon,770014,India
Orissa,Sundergarh,Deuli,770019,India
Orissa,Sundergarh,Dhamakpur,770015,India
Orissa,Sundergarh,Dharuadihi,770022,India
Orissa,Sundergarh,Diamunda,770021,India
Orissa,Sundergarh,Duduka,770076,India
Orissa,Sundergarh,Dumabahal,770012,India
Orissa,Sundergarh,Dumerjore,770034,India
Orissa,Sundergarh,Durubaga,770013,India
Orissa,Sundergarh,Ekma,770016,India
Orissa,Sundergarh,Fertilizer Township,769007,India
Orissa,Sundergarh,G. mahulpali,770002,India
Orissa,Sundergarh,G. tumulia,770024,India
Orissa,Sundergarh,Gadiajore,770022,India
Orissa,Sundergarh,Gaikanpali,770015,India
Orissa,Sundergarh,Gairbahal,770018,India
Orissa,Sundergarh,Gambharidihi,770011,India
Orissa,Sundergarh,Gangpurgarh,770020,India
Orissa,Sundergarh,Garbhana,770017,India
Orissa,Sundergarh,Garjan,769043,India
Orissa,Sundergarh,Garjanjore,770013,India
Orissa,Sundergarh,Gilli,770051,India
Orissa,Sundergarh,Giringkela,770012,India
Orissa,Sundergarh,Gobira,770039,India
Orissa,Sundergarh,Gopalpur,770024,India
Orissa,Sundergarh,Gopinathpur,770051,India
Orissa,Sundergarh,Gopna,770040,India
Orissa,Sundergarh,Govindpur,770051,India
Orissa,Sundergarh,Gundiadihi,770012,India
Orissa,Sundergarh,Gurundia,770043,India
Orissa,Sundergarh,Gyanpali,770023,India
Orissa,Sundergarh,Hamirpur,770002,India
Orissa,Sundergarh,Hatibari,770046,India
Orissa,Sundergarh,Hemgir,770013,India
Orissa,Sundergarh,Hemgir Road,770075,India
Orissa,Sundergarh,Hutupani,770074,India
Orissa,Sundergarh,Indrapur,770033,India
Orissa,Sundergarh,Itma,770016,India
Orissa,Sundergarh,J.Raiboga,770072,India
Orissa,Sundergarh,Jabaghat,769042,India
Orissa,Sundergarh,Jadakudar,770037,India
Orissa,Sundergarh,Jagda,769042,India
Orissa,Sundergarh,Jail Road,769004,India
Orissa,Sundergarh,Jaisor,770014,India
Orissa,Sundergarh,Jakaikela,770038,India
Orissa,Sundergarh,Jalda,769043,India
Orissa,Sundergarh,Jamdar,770043,India
Orissa,Sundergarh,Jamdihi,770040,India
Orissa,Sundergarh,Jamtalia,770019,India
Orissa,Sundergarh,Jamuna,770014,India
Orissa,Sundergarh,Jangra,770044,India
Orissa,Sundergarh,Jarangloi,770016,India
Orissa,Sundergarh,Jarda,770043,India
Orissa,Sundergarh,Jareikela,770017,India
Orissa,Sundergarh,Jhamankera,770033,India
Orissa,Sundergarh,Jharbeda,770070,India
Orissa,Sundergarh,Jharbeda Banki,770037,India
Orissa,Sundergarh,Jhargaon,770072,India
Orissa,Sundergarh,Jhariapali,770011,India
Orissa,Sundergarh,Jharpalam,770024,India
Orissa,Sundergarh,Jhartarang,769004,India
Orissa,Sundergarh,Jhirdapali,770051,India
Orissa,Sundergarh,Jhirpani,769042,India
Orissa,Sundergarh,Jhunmur,770033,India
Orissa,Sundergarh,Juniany,770040,India
Orissa,Sundergarh,K.Bolang,770040,India
Orissa,Sundergarh,Kacharu,769003,India
Orissa,Sundergarh,Kadobahal,770033,India
Orissa,Sundergarh,Kahapani,770018,India
Orissa,Sundergarh,Kaintara,770015,India
Orissa,Sundergarh,Kalaiposh,770040,India
Orissa,Sundergarh,Kalamegha,770021,India
Orissa,Sundergarh,Kalinga Vihar,769015,India
Orissa,Sundergarh,Kalosihiria,770039,India
Orissa,Sundergarh,Kalta,770052,India
Orissa,Sundergarh,Kalunga,770031,India
Orissa,Sundergarh,Kanakjore,770002,India
Orissa,Sundergarh,Kanaktura,770072,India
Orissa,Sundergarh,Kandarkela,770035,India
Orissa,Sundergarh,Kandrikela,770038,India
Orissa,Sundergarh,Kansar,770043,India
Orissa,Sundergarh,Kansbahal,770034,India
Orissa,Sundergarh,Kantabahal,770074,India
Orissa,Sundergarh,Kantapali,770043,India
Orissa,Sundergarh,Kaplas,770033,India
Orissa,Sundergarh,Karamdihi,770002,India
Orissa,Sundergarh,Karanjkhol,770012,India
Orissa,Sundergarh,Kardega,770033,India
Orissa,Sundergarh,Karla,770022,India
Orissa,Sundergarh,Karmabahal,769042,India
Orissa,Sundergarh,Kasarda,770051,India
Orissa,Sundergarh,Katang,770023,India
Orissa,Sundergarh,Katchery Road,769012,India
Orissa,Sundergarh,Katra,770002,India
Orissa,Sundergarh,Kenaveta,770051,India
Orissa,Sundergarh,Kendudihi,770013,India
Orissa,Sundergarh,Kesramal,770017,India
Orissa,Sundergarh,Khamarimunda,770015,India
Orissa,Sundergarh,Khampur,770015,India
Orissa,Sundergarh,Khariabahal,770040,India
Orissa,Sundergarh,Khatkurbahal,770018,India
Orissa,Sundergarh,Khuntgaon,770044,India
Orissa,Sundergarh,Khutgaon,770036,India
Orissa,Sundergarh,Kiakachhar,770020,India
Orissa,Sundergarh,Kinikibandha,770015,India
Orissa,Sundergarh,Kinjirkela,770015,India
Orissa,Sundergarh,Kinjirma,770019,India
Orissa,Sundergarh,Kiralaga,770014,India
Orissa,Sundergarh,Kirei,770073,India
Orissa,Sundergarh,Kiripsira,770011,India
Orissa,Sundergarh,Koira,770048,India
Orissa,Sundergarh,Kokerama,770033,India
Orissa,Sundergarh,Kopsingha,770073,India
Orissa,Sundergarh,Koronga,770018,India
Orissa,Sundergarh,Kuarboga,770011,India
Orissa,Sundergarh,Kuarmunda,770039,India
Orissa,Sundergarh,Kuchedega,770013,India
Orissa,Sundergarh,Kukridihi,770020,India
Orissa,Sundergarh,Kulabira,770012,India
Orissa,Sundergarh,Kulba,770020,India
Orissa,Sundergarh,Kulenbahal,770036,India
Orissa,Sundergarh,Kuliposh,770044,India
Orissa,Sundergarh,Kulkuta,770051,India
Orissa,Sundergarh,Kulta,770022,India
Orissa,Sundergarh,Kumakela,770037,India
Orissa,Sundergarh,Kumbahal,770016,India
Orissa,Sundergarh,Kumjharia,770039,India
Orissa,Sundergarh,Kundheidiha,770043,India
Orissa,Sundergarh,Kundheikela,770040,India
Orissa,Sundergarh,Kundukela,770019,India
Orissa,Sundergarh,Kunmendra,770033,India
Orissa,Sundergarh,Kurda,770044,India
Orissa,Sundergarh,Kurei,770015,India
Orissa,Sundergarh,Kureiboga,770016,India
Orissa,Sundergarh,Kurga,770002,India
Orissa,Sundergarh,Kurumkel,770014,India
Orissa,Sundergarh,Kustuna,770016,India
Orissa,Sundergarh,Kusumdegi,770016,India
Orissa,Sundergarh,Kusumura,770014,India
Orissa,Sundergarh,Kutra,770018,India
Orissa,Sundergarh,Kutunia,770017,India
Orissa,Sundergarh,Kuturma,770021,India
Orissa,Sundergarh,Lachada,770043,India
Orissa,Sundergarh,Lahanda,769042,India
Orissa,Sundergarh,Lahandabud,770022,India
Orissa,Sundergarh,Lahunipara,770040,India
Orissa,Sundergarh,Laikera,770012,India
Orissa,Sundergarh,Laing,770034,India
Orissa,Sundergarh,Laing Colony,770034,India
Orissa,Sundergarh,Lalei,770044,India
Orissa,Sundergarh,Lamti,770016,India
Orissa,Sundergarh,Lanjiberna,770023,India
Orissa,Sundergarh,Lankahuda,770073,India
Orissa,Sundergarh,Latalaga,770018,India
Orissa,Sundergarh,Lathikata,770037,India
Orissa,Sundergarh,Ledhimong,770022,India
Orissa,Sundergarh,Lephripara,770012,India
Orissa,Sundergarh,Limida,770035,India
Orissa,Sundergarh,Loco Colony bandomunda,770032,India
Orissa,Sundergarh,Luakera,769009,India
Orissa,Sundergarh,Luaram,770035,India
Orissa,Sundergarh,Lulkidihi,770074,India
Orissa,Sundergarh,Mahesdihi,770001,India
Orissa,Sundergarh,Mahuldiha,770044,India
Orissa,Sundergarh,Mahulpada,770044,India
Orissa,Sundergarh,Main Road,769001,India
Orissa,Sundergarh,Majhapara,770022,India
Orissa,Sundergarh,Malidihi,770017,India
Orissa,Sundergarh,Mangaspur,770019,India
Orissa,Sundergarh,Manko,770037,India
Orissa,Sundergarh,Mayurdima,770043,India
Orissa,Sundergarh,Meghdega,770002,India
Orissa,Sundergarh,Mosabira,770012,India
Orissa,Sundergarh,N.Jharen,770016,India
Orissa,Sundergarh,Nandapara,770040,India
Orissa,Sundergarh,Narendra,770038,India
Orissa,Sundergarh,Nialipali,770011,India
Orissa,Sundergarh,Nuadihi,770072,India
Orissa,Sundergarh,Nuagaon,770035,India
Orissa,Sundergarh,Padampur,770039,India
Orissa,Sundergarh,Pamra,770016,India
Orissa,Sundergarh,Panchmahala,770002,India
Orissa,Sundergarh,Panchora,770016,India
Orissa,Sundergarh,Pandrisila,770038,India
Orissa,Sundergarh,Pankadihi,770037,India
Orissa,Sundergarh,Panposh Road,769004,India
Orissa,Sundergarh,Patmunda,770048,India
Orissa,Sundergarh,Patua,770037,India
Orissa,Sundergarh,Patuadihi,770012,India
Orissa,Sundergarh,Philingibahal,770022,India
Orissa,Sundergarh,Phulbari,770016,India
Orissa,Sundergarh,Phuljhar,770044,India
Orissa,Sundergarh,Pudajalanga,770073,India
Orissa,Sundergarh,Purnapani,770035,India
Orissa,Sundergarh,R.Kukuda,770023,India
Orissa,Sundergarh,R.Ratansara,770024,India
Orissa,Sundergarh,Raiboga,770033,India
Orissa,Sundergarh,Raidihi,770014,India
Orissa,Sundergarh,Railway Colony,770017,India
Orissa,Sundergarh,Rajbahal,770012,India
Orissa,Sundergarh,Rajgangpur,770017,India
Orissa,Sundergarh,Rajpur,770020,India
Orissa,Sundergarh,Ramjodi,770037,India
Orissa,Sundergarh,Rampur,770015,India
Orissa,Sundergarh,Rangadhipa,770002,India
Orissa,Sundergarh,Ranibandha,770017,India
Orissa,Sundergarh,Ranpur,770014,India
Orissa,Sundergarh,Rasrajpur,770002,India
Orissa,Sundergarh,Ratakhandi,770039,India
Orissa,Sundergarh,Ratanpur,770020,India
Orissa,Sundergarh,Regent Market,770001,India
Orissa,Sundergarh,Remanda,770019,India
Orissa,Sundergarh,Rohini,770075,India
Orissa,Sundergarh,Rouldega,770074,India
Orissa,Sundergarh,Rourkela,769001,India
Orissa,Sundergarh,Rourkela - 10,769010,India
Orissa,Sundergarh,Rourkela - 11,769011,India
Orissa,Sundergarh,Rourkela - 13,769013,India
Orissa,Sundergarh,Rourkela - 14,769014,India
Orissa,Sundergarh,Rourkela - 15,769015,India
Orissa,Sundergarh,Rourkela - 2,769002,India
Orissa,Sundergarh,Rourkela - 3,769003,India
Orissa,Sundergarh,Rourkela - 4,769004,India
Orissa,Sundergarh,Rourkela - 5,769005,India
Orissa,Sundergarh,Rourkela - 6,769006,India
Orissa,Sundergarh,Rourkela - 7,769007,India
Orissa,Sundergarh,Rourkela - 8,769008,India
Orissa,Sundergarh,Rourkela - 9,769009,India
Orissa,Sundergarh,Rourkela -16,769016,India
Orissa,Sundergarh,Roxy,770040,India
Orissa,Sundergarh,Ruguda,770044,India
Orissa,Sundergarh,Rungaon,770016,India
Orissa,Sundergarh,S.Bolang,770051,India
Orissa,Sundergarh,Sagbahal,770074,India
Orissa,Sundergarh,Sagjore,770074,India
Orissa,Sundergarh,Sahajbahal,770016,India
Orissa,Sundergarh,Sahanamara,770015,India
Orissa,Sundergarh,Salangabahal,770033,India
Orissa,Sundergarh,Salangabud,770022,India
Orissa,Sundergarh,Salbira,770016,India
Orissa,Sundergarh,Sanghumunda,770013,India
Orissa,Sundergarh,Sankara,770020,India
Orissa,Sundergarh,Sankhaposh,770040,India
Orissa,Sundergarh,Sankraposh,770016,India
Orissa,Sundergarh,Sanpatrapali,770020,India
Orissa,Sundergarh,Santoshpur,770036,India
Orissa,Sundergarh,Sapdagar,770014,India
Orissa,Sundergarh,Sarafgarh,770012,India
Orissa,Sundergarh,Sardhapur,770040,India
Orissa,Sundergarh,Sargigarh,770037,India
Orissa,Sundergarh,Sargipali,770021,India
Orissa,Sundergarh,Sarsara,770051,India
Orissa,Sundergarh,Sashyakala,770041,India
Orissa,Sundergarh,Satkura,770038,India
Orissa,Sundergarh,Sayamba,770040,India
Orissa,Sundergarh,Sector - 15,769003,India
Orissa,Sundergarh,Sector - 16,769003,India
Orissa,Sundergarh,Sector - 2,769006,India
Orissa,Sundergarh,Sector - 5,769002,India
Orissa,Sundergarh,Sector - 6,769002,India
Orissa,Sundergarh,Sector - 7,769003,India
Orissa,Sundergarh,Sihidia,770044,India
Orissa,Sundergarh,Sikajore,770015,India
Orissa,Sundergarh,Simdega,770014,India
Orissa,Sundergarh,Sole,768228,India
Orissa,Sundergarh,Suanjore,770012,India
Orissa,Sundergarh,Suarijore,770012,India
Orissa,Sundergarh,Subdega,770014,India
Orissa,Sundergarh,Sundargarh,770001,India
Orissa,Sundergarh,Sundargarh College,770002,India
Orissa,Sundergarh,Sundargarh Court,770001,India
Orissa,Sundergarh,Surda,770035,India
Orissa,Sundergarh,Surguda,770012,India
Orissa,Sundergarh,Tainda,770035,India
Orissa,Sundergarh,Tainsar,770037,India
Orissa,Sundergarh,Talita,770038,India
Orissa,Sundergarh,Talsara,770074,India
Orissa,Sundergarh,Tamra,770037,India
Orissa,Sundergarh,Tangardihi,770075,India
Orissa,Sundergarh,Tangargaon,770014,India
Orissa,Sundergarh,Tangarpali,770011,India
Orissa,Sundergarh,Tarkera,770033,India
Orissa,Sundergarh,Tasladihi,770002,India
Orissa,Sundergarh,Telendihi,770012,India
Orissa,Sundergarh,Telijore,770015,India
Orissa,Sundergarh,Tendra,770051,India
Orissa,Sundergarh,Tensa,770042,India
Orissa,Sundergarh,Tikayatpali,770051,India
Orissa,Sundergarh,Tikilipara,770076,India
Orissa,Sundergarh,Tiklipara,770016,India
Orissa,Sundergarh,Tildega,770015,India
Orissa,Sundergarh,Tileikani,770015,India
Orissa,Sundergarh,Tilia,770074,India
Orissa,Sundergarh,Topadihi,770040,India
Orissa,Sundergarh,Topria,770024,India
Orissa,Sundergarh,Tudalaga,770016,India
Orissa,Sundergarh,Tulsikani,770036,India
Orissa,Sundergarh,Tumkela,770040,India
Orissa,Sundergarh,Tumlia,770074,India
Orissa,Sundergarh,Tunmura,770070,India
Orissa,Sundergarh,Uditnagar,769012,India
Orissa,Sundergarh,Udusu,770036,India
Orissa,Sundergarh,Ujalpur,770011,India
Orissa,Sundergarh,Ushra Colony,770034,India
Orissa,Sundergarh,Vedvyas,769004,India
Orissa,Sundergarh,Zincnagar,770072,India
Puducherry,Karaikal,Akkaraivattam,609604,India
Puducherry,Karaikal,Ambagarathur,609601,India
Puducherry,Karaikal,Dharmapuram,609602,India
Puducherry,Karaikal,Karaikal,609602,India
Puducherry,Karaikal,Karaikal Bazaar,609602,India
Puducherry,Karaikal,Karaikal South,609602,India
Puducherry,Karaikal,Karaikalmedu,609605,India
Puducherry,Karaikal,Karaikoilpathu,609605,India
Puducherry,Karaikal,Karukangudi,609607,India
Puducherry,Karaikal,Kottuchery,609609,India
Puducherry,Karaikal,Kurumbagaram,609603,India
Puducherry,Karaikal,Madagadi,609602,India
Puducherry,Karaikal,Melakasakudi,609603,India
Puducherry,Karaikal,Nallambal,609601,India
Puducherry,Karaikal,Nallathur,609603,India
Puducherry,Karaikal,Nedungadu,609603,India
Puducherry,Karaikal,Neravy,609604,India
Puducherry,Karaikal,Seithur,609601,India
Puducherry,Karaikal,Sellur,609607,India
Puducherry,Karaikal,Surakudi,609607,India
Puducherry,Karaikal,T.R.pattinam south,609606,India
Puducherry,Karaikal,Thalatheru,609605,India
Puducherry,Karaikal,Tirumalairayanpattinam,609606,India
Puducherry,Karaikal,Tirunallar,609607,India
Puducherry,Karaikal,Tiruvettakudi,609609,India
Puducherry,Karaikal,Varichikudi,609609,India
Puducherry,Karaikal,Vizhithiyur,609607,India
Puducherry,Mahe,Naluthara,673320,India
Puducherry,Mahe,Pallur,673333,India
Puducherry,Pondicherry,Abishegapakkam,605007,India
Puducherry,Pondicherry,Ariyankuppam,605007,India
Puducherry,Pondicherry,Arumbarthapuram,605110,India
Puducherry,Pondicherry,Bahoor,607402,India
Puducherry,Pondicherry,Bommayarpalayam,605104,India
Puducherry,Pondicherry,Botanical Garden,605001,India
Puducherry,Pondicherry,Calapet,605014,India
Puducherry,Pondicherry,Courivinatham,607402,India
Puducherry,Pondicherry,Dhanvantry Nagar,605006,India
Puducherry,Pondicherry,Embalam,605106,India
Puducherry,Pondicherry,Irumbai,605111,India
Puducherry,Pondicherry,Karayamputhur,605106,India
Puducherry,Pondicherry,Karikalambakkam,605007,India
Puducherry,Pondicherry,Kariyamanikam,605106,India
Puducherry,Pondicherry,Kijour,605106,India
Puducherry,Pondicherry,Kilpudupattu,605014,India
Puducherry,Pondicherry,Kilsirivi,604301,India
Puducherry,Pondicherry,Kirumambakkam,607402,India
Puducherry,Pondicherry,Korkadu,605110,India
Puducherry,Pondicherry,Kottakuppam,605104,India
Puducherry,Pondicherry,Kuilapalayam,605101,India
Puducherry,Pondicherry,Lawspet,605008,India
Puducherry,Pondicherry,Maducore,605105,India
Puducherry,Pondicherry,Manamedu,607402,India
Puducherry,Pondicherry,Manapeth,607402,India
Puducherry,Pondicherry,Mandagapet,605106,India
Puducherry,Pondicherry,Mangalam,605110,India
Puducherry,Pondicherry,Mannadipattu,605501,India
Puducherry,Pondicherry,Morattandi,605101,India
Puducherry,Pondicherry,Mottoupalayam,605009,India
Puducherry,Pondicherry,Mouroungapakkam,605004,India
Puducherry,Pondicherry,Moutrepaleam,605009,India
Puducherry,Pondicherry,Mudaliarpet,605004,India
Puducherry,Pondicherry,Muthialpet,605003,India
Puducherry,Pondicherry,Mutrampattu,605501,India
Puducherry,Pondicherry,Nallavadu,605007,India
Puducherry,Pondicherry,Nellithoppe,605005,India
Puducherry,Pondicherry,Nettapakkam,605106,India
Puducherry,Pondicherry,Odiensalai,605001,India
Puducherry,Pondicherry,Ozhugarai,605010,India
Puducherry,Pondicherry,Padmin nagar,605012,India
Puducherry,Pondicherry,Pakkam,605106,India
Puducherry,Pondicherry,Pandakkal,673310,India
Puducherry,Pondicherry,Pillaichavady,605014,India
Puducherry,Pondicherry,Pillayarkuppam,607402,India
Puducherry,Pondicherry,Pondicherry,605001,India
Puducherry,Pondicherry,Pondicherry Bazaar,605001,India
Puducherry,Pondicherry,Pondicherry Courts,605001,India
Puducherry,Pondicherry,Pondicherry North,605001,India
Puducherry,Pondicherry,Pondicherry University,605014,India
Puducherry,Pondicherry,Pooranankuppam,605007,India
Puducherry,Pondicherry,Poothurai,605111,India
Puducherry,Pondicherry,Rayapudupakkam,605111,India
Puducherry,Pondicherry,Reddiyarpalayam,605010,India
Puducherry,Pondicherry,Saram(py),605013,India
Puducherry,Pondicherry,Sedarapet,605111,India
Puducherry,Pondicherry,Seliamedu,607402,India
Puducherry,Pondicherry,Sellipet,605501,India
Puducherry,Pondicherry,Sri Aurobindo ashram,605002,India
Puducherry,Pondicherry,Sulthanpet,605110,India
Puducherry,Pondicherry,Thattanchavady,605009,India
Puducherry,Pondicherry,Thengaithittu,605004,India
Puducherry,Pondicherry,Thimmanaickenpalayam,605007,India
Puducherry,Pondicherry,Tirukkanur,605501,India
Puducherry,Pondicherry,Vadhanur,605501,India
Puducherry,Pondicherry,Veerampattinam,605007,India
Puducherry,Pondicherry,Venkata Nagar,605011,India
Puducherry,Pondicherry,Villiyanur,605110,India
Puducherry,Pondicherry,Vimacoundinpaleam,605009,India
Puducherry,Pondicherry,Viranam,605106,India
Puducherry,Pondicherry,Yanam,533464,India
Rajasthan,Ajmer,Adarsh Nagar (ajmer),305008,India
Rajasthan,Ajmer,Aditya Mills,305801,India
Rajasthan,Ajmer,Ajaiser,305005,India
Rajasthan,Ajmer,Ajgara,305404,India
Rajasthan,Ajmer,Ajmer,305001,India
Rajasthan,Ajmer,Akal Singha,305601,India
Rajasthan,Ajmer,Akodia,305813,India
Rajasthan,Ajmer,Alipura,305207,India
Rajasthan,Ajmer,Aloli,305405,India
Rajasthan,Ajmer,Alwar Gate ajmer,305008,India
Rajasthan,Ajmer,Amarpura,305819,India
Rajasthan,Ajmer,Amba Masina,305206,India
Rajasthan,Ajmer,Anakar,305922,India
Rajasthan,Ajmer,Andheri Deori,305901,India
Rajasthan,Ajmer,Arain,305813,India
Rajasthan,Ajmer,Ararka,305811,India
Rajasthan,Ajmer,Arjunpura,305203,India
Rajasthan,Ajmer,Arwar,305601,India
Rajasthan,Ajmer,Asan,305926,India
Rajasthan,Ajmer,Asha Ganj ajmer,305001,India
Rajasthan,Ajmer,Asha Pura,305601,India
Rajasthan,Ajmer,Ashok Marg ajmer,305001,India
Rajasthan,Ajmer,Atitmand,305925,India
Rajasthan,Ajmer,Babaicha,305811,India
Rajasthan,Ajmer,Badi,305601,India
Rajasthan,Ajmer,Badkochara,305922,India
Rajasthan,Ajmer,Badlia,305025,India
Rajasthan,Ajmer,Baghera,305415,India
Rajasthan,Ajmer,Baghsuri,305401,India
Rajasthan,Ajmer,Bajata,305407,India
Rajasthan,Ajmer,Balad,305901,India
Rajasthan,Ajmer,Bamena Heda,305926,India
Rajasthan,Ajmer,Bandanwara,305621,India
Rajasthan,Ajmer,Bandar Sindari,305801,India
Rajasthan,Ajmer,Banewara,305401,India
Rajasthan,Ajmer,Banjari,305926,India
Rajasthan,Ajmer,Barakhan,305926,India
Rajasthan,Ajmer,Barakhera,305926,India
Rajasthan,Ajmer,Baral,305601,India
Rajasthan,Ajmer,Barala,305622,India
Rajasthan,Ajmer,Barali,305601,India
Rajasthan,Ajmer,Barna,305801,India
Rajasthan,Ajmer,Barol,305412,India
Rajasthan,Ajmer,Bayala,305901,India
Rajasthan,Ajmer,Beawar City,305901,India
Rajasthan,Ajmer,Beawar Khas,305901,India
Rajasthan,Ajmer,Beawar R.s.,305901,India
Rajasthan,Ajmer,Beawar [raj],305901,India
Rajasthan,Ajmer,Beer,305025,India
Rajasthan,Ajmer,Begliawas,305623,India
Rajasthan,Ajmer,Bhadoon,305814,India
Rajasthan,Ajmer,Bhadsuri,305207,India
Rajasthan,Ajmer,Bhagawant Pura,305601,India
Rajasthan,Ajmer,Bhagwan Pura,305403,India
Rajasthan,Ajmer,Bhajan Ganj ajmer,305008,India
Rajasthan,Ajmer,Bhamolao,305813,India
Rajasthan,Ajmer,Bhaonta,305206,India
Rajasthan,Ajmer,Bharai,305404,India
Rajasthan,Ajmer,Bhat Mohalla,305801,India
Rajasthan,Ajmer,Bhatiyani,305601,India
Rajasthan,Ajmer,Bhimpura,305203,India
Rajasthan,Ajmer,Bhimrawas,305405,India
Rajasthan,Ajmer,Bhinai,305622,India
Rajasthan,Ajmer,Bhogadeet,305813,India
Rajasthan,Ajmer,Bhudol,305023,India
Rajasthan,Ajmer,Bhwani Khera,305401,India
Rajasthan,Ajmer,Bidla,305412,India
Rajasthan,Ajmer,Bijainagar,305601,India
Rajasthan,Ajmer,Bijainagar R.s,305624,India
Rajasthan,Ajmer,Biliya Was,305922,India
Rajasthan,Ajmer,Birikchyawas,305203,India
Rajasthan,Ajmer,Bisundri,305407,India
Rajasthan,Ajmer,Bithur,305205,India
Rajasthan,Ajmer,Bogla,305408,India
Rajasthan,Ajmer,Borada,305412,India
Rajasthan,Ajmer,Borwa,305901,India
Rajasthan,Ajmer,Bubani,305023,India
Rajasthan,Ajmer,Bubania,305401,India
Rajasthan,Ajmer,Bubkia,305622,India
Rajasthan,Ajmer,Budhwara,305204,India
Rajasthan,Ajmer,Buharu,305812,India
Rajasthan,Ajmer,Chachiwas,305023,India
Rajasthan,Ajmer,Chandra Colony,305801,India
Rajasthan,Ajmer,Chhachhundra,305621,India
Rajasthan,Ajmer,Chhota Naraina,305812,India
Rajasthan,Ajmer,Chitakhera,305811,India
Rajasthan,Ajmer,Chitiawas,305407,India
Rajasthan,Ajmer,Chmapaneri,305622,India
Rajasthan,Ajmer,Chorsiawas,305004,India
Rajasthan,Ajmer,Chosla,305407,India
Rajasthan,Ajmer,Christirin Ganj ajmer,305005,India
Rajasthan,Ajmer,Crpf Ajmer,305005,India
Rajasthan,Ajmer,Dabrella,305412,India
Rajasthan,Ajmer,Dadia,305813,India
Rajasthan,Ajmer,Dang,305813,India
Rajasthan,Ajmer,Danta,305025,India
Rajasthan,Ajmer,Dantra,305207,India
Rajasthan,Ajmer,Dargha Shareef ajmer,305001,India
Rajasthan,Ajmer,Daulatpura,305601,India
Rajasthan,Ajmer,Dedpura,305901,India
Rajasthan,Ajmer,Delwara,305901,India
Rajasthan,Ajmer,Deo Khera,305925,India
Rajasthan,Ajmer,Deo Nagar,305022,India
Rajasthan,Ajmer,Deo Puri,305801,India
Rajasthan,Ajmer,Deogaon,305415,India
Rajasthan,Ajmer,Deolia Kalan,305601,India
Rajasthan,Ajmer,Deomali,305623,India
Rajasthan,Ajmer,Derathu,305601,India
Rajasthan,Ajmer,Dewas,305901,India
Rajasthan,Ajmer,Dewata,305922,India
Rajasthan,Ajmer,Dhal,305601,India
Rajasthan,Ajmer,Dhan Mandi - kishan garh,305802,India
Rajasthan,Ajmer,Dhan Mandi ajmer,305001,India
Rajasthan,Ajmer,Dhasook,305801,India
Rajasthan,Ajmer,Dhatol,305622,India
Rajasthan,Ajmer,Dhola Bhata ajmer,305007,India
Rajasthan,Ajmer,Dholadata,305623,India
Rajasthan,Ajmer,Dhundhari,305408,India
Rajasthan,Ajmer,Dilwara,305601,India
Rajasthan,Ajmer,Dindwara,305801,India
Rajasthan,Ajmer,Dodiana,305207,India
Rajasthan,Ajmer,Dorai,305003,India
Rajasthan,Ajmer,Dumara,305206,India
